reg_class,target_gene,is_ISG
Demoted control,ABCA7,False
Demoted control,ABTB2,False
Demoted control,ACP6,False
Demoted control,ADA2,False
Demoted control,ADGRG5,False
Demoted control,AIM2,False
Demoted control,ALDH5A1,False
Demoted control,ARHGEF12,False
Demoted control,ATF3,False
Demoted control,BCL2L11,False
Demoted control,BEND5,False
Demoted control,CA2,False
Demoted control,CA5B,False
Demoted control,CAMK1D,False
Demoted control,CASP4,False
Demoted control,CDKN2C,False
Demoted control,CEBPB,False
Demoted control,CKAP4,False
Demoted control,CLCN2,False
Demoted control,CLU,False
Demoted control,CTH,False
Demoted control,CXCR4,False
Demoted control,DCBLD2,False
Demoted control,DHRS3,False
Demoted control,DHX32,False
Demoted control,DMWD,False
Demoted control,EARS2,False
Demoted control,EGLN1,False
Demoted control,EIF4A2,False
Demoted control,ENC1,False
Demoted control,ENPP2,False
Demoted control,EPSTI1,True
Demoted control,ERO1B,False
Demoted control,FAM169A,False
Demoted control,FOSL2,False
Demoted control,GADD45B,False
Demoted control,GKAP1,False
Demoted control,GOLGA7B,False
Demoted control,GOLM1,False
Demoted control,GPR160,False
Demoted control,GRB10,False
Demoted control,GSN,False
Demoted control,GZMA,False
Demoted control,GZMK,False
Demoted control,HHLA2,False
Demoted control,HSF4,False
Demoted control,IFI6,True
Demoted control,IGF2BP3,False
Demoted control,IL13,False
Demoted control,IL18R1,False
Demoted control,IL1RN,False
Demoted control,IRF7,True
Demoted control,ITGA1,False
Demoted control,ITGAL,False
Demoted control,KIAA0408,False
Demoted control,KIF7,False
Demoted control,KIFC2,False
Demoted control,KLF2,False
Demoted control,LRP11,False
Demoted control,LRRC37B,False
Demoted control,MAGEF1,False
Demoted control,MAP3K8,False
Demoted control,MARCKSL1,False
Demoted control,MAST4,False
Demoted control,MATK,False
Demoted control,MDK,False
Demoted control,METRNL,False
Demoted control,MSRA,False
Demoted control,MSTO1,False
Demoted control,MXD1,False
Demoted control,NARF,False
Demoted control,NDRG1,False
Demoted control,NPC2,False
Demoted control,NRN1,False
Demoted control,OBSCN,False
Demoted control,OSBPL10,False
Demoted control,P4HA1,False
Demoted control,PAQR7,False
Demoted control,PDK1,False
Demoted control,PGAP1,False
Demoted control,PHLPP1,False
Demoted control,PLOD3,False
Demoted control,PLTP,False
Demoted control,PPP1R3B,False
Demoted control,PPP2R5B,False
Demoted control,PRDM8,False
Demoted control,PRELID3A,False
Demoted control,PTP4A3,False
Demoted control,RAMP1,False
Demoted control,RBFOX2,False
Demoted control,RHEBL1,False
Demoted control,RIGI,True
Demoted control,RIMKLA,False
Demoted control,RIPOR1,False
Demoted control,RUFY3,False
Demoted control,RXRA,False
Demoted control,SAMD9,True
Demoted control,SAMD9L,True
Demoted control,SAT1,False
Demoted control,SCARB2,False
Demoted control,SERPINB6,False
Demoted control,SERPINB9,False
Demoted control,SESN2,False
Demoted control,SLAMF7,False
Demoted control,SLC26A4,False
Demoted control,SLC7A11,False
Demoted control,SOGA3,False
Demoted control,SORBS3,False
Demoted control,SPAG4,False
Demoted control,STC2,False
Demoted control,TMEM140,False
Demoted control,TMEM65,False
Demoted control,TMEM67,False
Demoted control,TRIB1,False
Demoted control,TSHZ2,False
Demoted control,TUBA1A,False
Demoted control,TUBG2,False
Demoted control,TWSG1,False
Demoted control,TXNIP,False
Demoted control,VEGFA,False
Demoted control,XAF1,True
Demoted control,ZIM3,False
Demoted control,ZNF329,False
Demoted control,ZNF470,False
Demoted control,ZNF473,False
Demoted control,ZSWIM8,False
Mediator,ACSL6,False
Mediator,ACTN1,False
Mediator,ADA2,False
Mediator,ADAM15,False
Mediator,ADAMTS1,False
Mediator,ADGRG1,False
Mediator,AHI1,False
Mediator,ANTXR2,False
Mediator,ANXA3,False
Mediator,ARSA,False
Mediator,BAZ2B,False
Mediator,BCL2L11,False
Mediator,C15orf48,False
Mediator,CCDC125,False
Mediator,CCDC88A,False
Mediator,CCL1,False
Mediator,CCR2,False
Mediator,CCR5,False
Mediator,CCR7,False
Mediator,CD2,False
Mediator,CD27,False
Mediator,CD38,False
Mediator,CD59,False
Mediator,CIDEB,False
Mediator,CISH,False
Mediator,CLU,False
Mediator,COL6A3,False
Mediator,CPEB2,False
Mediator,CRYBG1,False
Mediator,CSF2,False
Mediator,CST7,False
Mediator,CTNNA1,False
Mediator,CTTNBP2NL,False
Mediator,CXCL10,False
Mediator,CXCR3,False
Mediator,CXCR6,False
Mediator,CYB561,False
Mediator,CYSLTR2,False
Mediator,DENND2B,False
Mediator,DIXDC1,False
Mediator,DOCK7,False
Mediator,DPYSL2,False
Mediator,DUSP4,False
Mediator,E2F2,False
Mediator,EFHC1,False
Mediator,EXTL2,False
Mediator,FAIM,False
Mediator,FAM169A,False
Mediator,FAM241A,False
Mediator,FASLG,False
Mediator,FCMR,False
Mediator,FGF2,False
Mediator,FHL2,False
Mediator,FSD1L,False
Mediator,FZD3,False
Mediator,G0S2,False
Mediator,GBP4,True
Mediator,GCSAM,False
Mediator,GLB1L2,False
Mediator,GLIPR1,False
Mediator,GNA15,False
Mediator,GPAT3,False
Mediator,GPR15,False
Mediator,GPR35,False
Mediator,GSAP,False
Mediator,GZMB,False
Mediator,GZMH,False
Mediator,H1-0,False
Mediator,H2BC21,False
Mediator,HAVCR2,False
Mediator,HBEGF,False
Mediator,HHLA2,False
Mediator,HIVEP3,False
Mediator,HOPX,False
Mediator,HRH2,False
Mediator,HS3ST3B1,False
Mediator,ID2,False
Mediator,IFI30,False
Mediator,IFI44L,True
Mediator,IFNAR2,False
Mediator,IGFLR1,False
Mediator,IKZF3,False
Mediator,IL10,False
Mediator,IL13,False
Mediator,IL16,False
Mediator,IL18RAP,False
Mediator,IL26,False
Mediator,IL3,False
Mediator,IL6ST,False
Mediator,INSM1,False
Mediator,ITGAV,False
Mediator,ITGAX,False
Mediator,KAT2B,False
Mediator,KIAA1217,False
Mediator,KIF13B,False
Mediator,LBH,False
Mediator,LGALS3,False
Mediator,LPXN,False
Mediator,LRP12,False
Mediator,LRRFIP2,False
Mediator,MATK,False
Mediator,MICAL2,False
Mediator,MPP7,False
Mediator,MPZL2,False
Mediator,MSRB2,False
Mediator,MZB1,False
Mediator,NCKAP1,False
Mediator,NCR3LG1,False
Mediator,NIPAL2,False
Mediator,NKG7,False
Mediator,NMT2,False
Mediator,NPTX1,False
Mediator,NTRK2,False
Mediator,OAF,False
Mediator,P4HA2,False
Mediator,PAQR8,False
Mediator,PDE7B,False
Mediator,PFKM,False
Mediator,PHEX,False
Mediator,PHLDA1,False
Mediator,PHLDA2,False
Mediator,PHLPP1,False
Mediator,PLAAT4,False
Mediator,PLAC8,False
Mediator,POLI,False
Mediator,PPARGC1B,False
Mediator,PPP1R15A,False
Mediator,PRDM8,False
Mediator,PTGIS,False
Mediator,PTP4A3,False
Mediator,PTPRK,False
Mediator,PYCR1,False
Mediator,RAMP1,False
Mediator,RASGEF1A,False
Mediator,RBMS3,False
Mediator,RGS1,False
Mediator,S1PR1,False
Mediator,SAMD4A,False
Mediator,SCARB1,False
Mediator,SCARB2,False
Mediator,SIK3,False
Mediator,SIT1,False
Mediator,SLAMF6,False
Mediator,SLC26A4,False
Mediator,SLC35D2,False
Mediator,SLC35F3,False
Mediator,SMAD1,False
Mediator,SMPD1,False
Mediator,SNX24,False
Mediator,SOCS2,False
Mediator,SORT1,False
Mediator,SPINT2,False
Mediator,SPRED2,False
Mediator,STAT2,True
Mediator,STON1,False
Mediator,STX11,False
Mediator,SYNJ2BP,False
Mediator,TASL,False
Mediator,TBCEL,False
Mediator,TCN2,False
Mediator,TDRD7,False
Mediator,TEP1,False
Mediator,TIMD4,False
Mediator,TIPARP,False
Mediator,TLCD1,False
Mediator,TMEM140,False
Mediator,TMEM97,False
Mediator,TNFRSF11A,False
Mediator,TNFSF8,False
Mediator,TNIP3,False
Mediator,TP53BP2,False
Mediator,TRAM2,False
Mediator,TWSG1,False
Mediator,TXNIP,False
Mediator,UBE2F,False
Mediator,USP6NL,False
Mediator,WDFY1,False
Mediator,ZBED2,False
Mediator,ZC2HC1A,False
Mediator,ZFYVE28,False
Mediator,ZHX3,False
Mediator,ZNF358,False
Mediator,ZNF704,False
Other robust,ADA2,False
Other robust,ADAMTS1,False
Other robust,ADGRG1,False
Other robust,ADGRL1,False
Other robust,AHCYL2,False
Other robust,AIFM2,False
Other robust,AKAP7,False
Other robust,AKT3,False
Other robust,ALDH5A1,False
Other robust,ALDOC,False
Other robust,ALOX5AP,False
Other robust,ALPK1,False
Other robust,ANKRD55,False
Other robust,ANPEP,False
Other robust,ANXA1,False
Other robust,ANXA2R,False
Other robust,APBA1,False
Other robust,APH1B,False
Other robust,APOL4,True
Other robust,ARHGAP5,False
Other robust,ATP10D,False
Other robust,B3GALNT1,False
Other robust,BBS9,False
Other robust,BCL2L11,False
Other robust,BEX5,False
Other robust,BMPR2,False
Other robust,BSPRY,False
Other robust,BTLA,False
Other robust,C2orf15,False
Other robust,C3AR1,False
Other robust,C4BPB,False
Other robust,CA11,False
Other robust,CA6,False
Other robust,CALD1,False
Other robust,CAPG,False
Other robust,CARD16,False
Other robust,CARMIL1,False
Other robust,CCDC141,False
Other robust,CCDC88A,False
Other robust,CCR8,False
Other robust,CD109,False
Other robust,CD200,False
Other robust,CD200R1,False
Other robust,CD27,False
Other robust,CD33,False
Other robust,CD70,False
Other robust,CD84,False
Other robust,CDC42BPB,False
Other robust,CEP70,False
Other robust,CGREF1,False
Other robust,CHRNA6,False
Other robust,CKB,False
Other robust,CLIC4,False
Other robust,CLIC5,False
Other robust,CMPK2,True
Other robust,CTTNBP2NL,False
Other robust,CXCL10,False
Other robust,CYBRD1,False
Other robust,CYFIP1,False
Other robust,CYP7B1,False
Other robust,CYSLTR2,False
Other robust,DBNDD2,False
Other robust,DCBLD2,False
Other robust,DDX60L,False
Other robust,DIXDC1,False
Other robust,DLG5,False
Other robust,DLK2,False
Other robust,DOCK7,False
Other robust,DYNC2LI1,False
Other robust,EFCAB2,False
Other robust,ELOVL4,False
Other robust,EPSTI1,True
Other robust,EVI5,False
Other robust,EXTL2,False
Other robust,FAIM,False
Other robust,FAM13A,False
Other robust,FGL2,False
Other robust,FOXP3,False
Other robust,GALNT3,False
Other robust,GBP1,True
Other robust,GCSAM,False
Other robust,GDPD5,False
Other robust,GIMAP5,False
Other robust,GLIPR1,False
Other robust,GLRX,False
Other robust,GP5,False
Other robust,GPC1,False
Other robust,GPR15,False
Other robust,GPR160,False
Other robust,GPR18,False
Other robust,GPR183,False
Other robust,GPR35,False
Other robust,GSDMA,False
Other robust,GSDMB,False
Other robust,GSN,False
Other robust,HACD4,False
Other robust,HEMGN,False
Other robust,HERC3,False
Other robust,HHLA2,False
Other robust,HMGN3,False
Other robust,HMGN5,False
Other robust,HMSD,False
Other robust,HOMER2,False
Other robust,HOPX,False
Other robust,HPGDS,False
Other robust,HSPA4L,False
Other robust,HYI,False
Other robust,ID3,False
Other robust,IFI44,True
Other robust,IFI44L,True
Other robust,IL15,False
Other robust,IL16,False
Other robust,IL18RAP,False
Other robust,IL3RA,False
Other robust,IL6R,False
Other robust,IL7,False
Other robust,IL7R,False
Other robust,IPCEF1,False
Other robust,IRAG2,False
Other robust,ITGA1,False
Other robust,ITGAX,False
Other robust,JAZF1,False
Other robust,JHY,False
Other robust,KANK1,False
Other robust,KCTD3,False
Other robust,LACC1,False
Other robust,LAIR1,False
Other robust,LRP11,False
Other robust,MAP1A,False
Other robust,MEAK7,False
Other robust,METRNL,False
Other robust,MGST2,False
Other robust,MINDY1,False
Other robust,MMP25,False
Other robust,MPZL2,False
Other robust,MT1F,False
Other robust,MT2A,False
Other robust,MUC1,False
Other robust,NCF2,False
Other robust,NCR3LG1,False
Other robust,NEDD4L,False
Other robust,NOL3,False
Other robust,NPTX1,False
Other robust,NRIP3,False
Other robust,NRN1,False
Other robust,NUCB2,False
Other robust,NUGGC,False
Other robust,OAF,False
Other robust,OAS1,True
Other robust,P2RY14,False
Other robust,PDCD1LG2,False
Other robust,PDE6B,False
Other robust,PDLIM1,False
Other robust,PHLDA2,False
Other robust,PHLPP1,False
Other robust,PKD2,False
Other robust,PKIA,False
Other robust,PLAC8,False
Other robust,PLAT,False
Other robust,PLEKHA1,False
Other robust,PLEKHA5,False
Other robust,PLEKHA8,False
Other robust,PLEKHG3,False
Other robust,PLEKHO1,False
Other robust,PLXND1,False
Other robust,PON2,False
Other robust,PPARG,False
Other robust,PPP2R5B,False
Other robust,PROS1,False
Other robust,RAB11FIP5,False
Other robust,RAB37,False
Other robust,RALB,False
Other robust,RASGRP3,False
Other robust,RCBTB2,False
Other robust,RETREG1,False
Other robust,RIGI,True
Other robust,RNASE4,False
Other robust,RNF144A,False
Other robust,RXRA,False
Other robust,S100A5,False
Other robust,S1PR1,False
Other robust,SAMD4A,False
Other robust,SAMD9L,True
Other robust,SCARB1,False
Other robust,SERPINI1,False
Other robust,SGCB,False
Other robust,SH3RF2,False
Other robust,SIRPG,False
Other robust,SKAP2,False
Other robust,SLAMF7,False
Other robust,SLC7A11,False
Other robust,SMIM14,False
Other robust,SNX24,False
Other robust,SOCS2,False
Other robust,SORT1,False
Other robust,SPEF2,False
Other robust,SPINT2,False
Other robust,STC2,False
Other robust,STON1,False
Other robust,SYDE2,False
Other robust,SYNJ2BP,False
Other robust,SYT11,False
Other robust,TAMALIN,False
Other robust,TCEAL1,False
Other robust,TDRD7,False
Other robust,TEC,False
Other robust,TGFB1I1,False
Other robust,TLR1,False
Other robust,TLR6,False
Other robust,TMEM273,False
Other robust,TMIGD2,False
Other robust,TNFRSF12A,False
Other robust,TRANK1,False
Other robust,TRIB3,False
Other robust,TSC22D1,False
Other robust,TSKU,False
Other robust,TTC28,False
Other robust,TTN,False
Other robust,ULBP2,False
Other robust,VAMP5,False
Other robust,VLDLR,False
Other robust,VNN2,False
Other robust,WNT10B,False
Other robust,WWTR1,False
Other robust,XAF1,True
Other robust,ZC2HC1A,False
Other robust,ZCCHC24,False
Other robust,ZEB2,False
Other robust,ZNF329,False
Other robust,ZNF358,False
Other robust,ZNF516,False
Other robust,ZNF620,False
Repro-promoted,ADA2,False
Repro-promoted,BACH2,False
Repro-promoted,CD4,False
Repro-promoted,CHI3L2,False
Repro-promoted,CPM,False
Repro-promoted,CTNS,False
Repro-promoted,FEZ1,False
Repro-promoted,GZMB,False
Repro-promoted,KLF10,False
Repro-promoted,LGALS1,False
Repro-promoted,N4BP3,False
Repro-promoted,NCALD,False
Repro-promoted,NUCB2,False
Repro-promoted,RASGEF1B,False
Repro-promoted,SGCB,False
Repro-promoted,STAT1,True
Repro-promoted,STMN3,False
Repro-promoted,TYMP,False
Repro-promoted,ZNF329,False
Repro-promoted,ZNRF3,False
SAGA/chromatin,ABCB1,False
SAGA/chromatin,ACSL6,False
SAGA/chromatin,ACTN1,False
SAGA/chromatin,ACVR1C,False
SAGA/chromatin,ADA2,False
SAGA/chromatin,ADPRH,False
SAGA/chromatin,AKAP5,False
SAGA/chromatin,AKAP7,False
SAGA/chromatin,ALPK1,False
SAGA/chromatin,ANTKMT,False
SAGA/chromatin,ANTXR2,False
SAGA/chromatin,ANXA1,False
SAGA/chromatin,ANXA2R,False
SAGA/chromatin,APH1B,False
SAGA/chromatin,APOBEC3B,False
SAGA/chromatin,APOBR,False
SAGA/chromatin,APOL1,True
SAGA/chromatin,APOL4,True
SAGA/chromatin,AQP3,False
SAGA/chromatin,ARHGAP18,False
SAGA/chromatin,ARMC9,False
SAGA/chromatin,B3GNT5,False
SAGA/chromatin,BMF,False
SAGA/chromatin,BST2,True
SAGA/chromatin,C15orf48,False
SAGA/chromatin,C4orf33,False
SAGA/chromatin,CAPG,False
SAGA/chromatin,CASP10,False
SAGA/chromatin,CBY1,False
SAGA/chromatin,CCDC141,False
SAGA/chromatin,CCDC92,False
SAGA/chromatin,CCR2,False
SAGA/chromatin,CCR4,False
SAGA/chromatin,CCR7,False
SAGA/chromatin,CD27,False
SAGA/chromatin,CD276,False
SAGA/chromatin,CD38,False
SAGA/chromatin,CD74,False
SAGA/chromatin,CD96,False
SAGA/chromatin,CGREF1,False
SAGA/chromatin,CLEC2B,False
SAGA/chromatin,CLU,False
SAGA/chromatin,CMTM8,False
SAGA/chromatin,CNKSR2,False
SAGA/chromatin,COL9A2,False
SAGA/chromatin,CORO1B,False
SAGA/chromatin,CPM,False
SAGA/chromatin,CTSO,False
SAGA/chromatin,CTSW,False
SAGA/chromatin,CXCL10,False
SAGA/chromatin,CYFIP1,False
SAGA/chromatin,DDX60,False
SAGA/chromatin,DENND10,False
SAGA/chromatin,DHRS3,False
SAGA/chromatin,DLG4,False
SAGA/chromatin,DOCK7,False
SAGA/chromatin,DPYSL2,False
SAGA/chromatin,DTX3L,True
SAGA/chromatin,EBI3,False
SAGA/chromatin,EPSTI1,True
SAGA/chromatin,ERI2,False
SAGA/chromatin,EVI2A,False
SAGA/chromatin,EVI2B,False
SAGA/chromatin,EVI5,False
SAGA/chromatin,EXTL2,False
SAGA/chromatin,F2R,False
SAGA/chromatin,FAIM,False
SAGA/chromatin,FBXO32,False
SAGA/chromatin,FCER1G,False
SAGA/chromatin,FOXP3,False
SAGA/chromatin,FZD3,False
SAGA/chromatin,GBP1,True
SAGA/chromatin,GCSAM,False
SAGA/chromatin,GIMAP7,False
SAGA/chromatin,GLIPR1,False
SAGA/chromatin,GLRX,False
SAGA/chromatin,GMPR,False
SAGA/chromatin,GPD2,False
SAGA/chromatin,GPR15,False
SAGA/chromatin,GPR18,False
SAGA/chromatin,GSAP,False
SAGA/chromatin,H1-0,False
SAGA/chromatin,H2BC21,False
SAGA/chromatin,H3C10,False
SAGA/chromatin,H6PD,False
SAGA/chromatin,HELZ2,True
SAGA/chromatin,HHLA2,False
SAGA/chromatin,HMSD,False
SAGA/chromatin,HPSE,False
SAGA/chromatin,ICAM1,False
SAGA/chromatin,ID2,False
SAGA/chromatin,IFI35,True
SAGA/chromatin,IFI44,True
SAGA/chromatin,IFI44L,True
SAGA/chromatin,IFI6,True
SAGA/chromatin,IFIT5,False
SAGA/chromatin,IKZF3,False
SAGA/chromatin,IL3,False
SAGA/chromatin,IL3RA,False
SAGA/chromatin,IL4I1,False
SAGA/chromatin,INSM1,False
SAGA/chromatin,IPCEF1,False
SAGA/chromatin,IQCN,False
SAGA/chromatin,IRAG2,False
SAGA/chromatin,IRF7,True
SAGA/chromatin,ISG20,False
SAGA/chromatin,ITGA2,False
SAGA/chromatin,ITGAX,False
SAGA/chromatin,KANSL1L,False
SAGA/chromatin,KAT2B,False
SAGA/chromatin,KCTD3,False
SAGA/chromatin,KIAA1217,False
SAGA/chromatin,KIAA1671,False
SAGA/chromatin,KIF13B,False
SAGA/chromatin,KIFBP,False
SAGA/chromatin,LAT2,False
SAGA/chromatin,LDLRAD4,False
SAGA/chromatin,LIMA1,False
SAGA/chromatin,LRATD2,False
SAGA/chromatin,LRRCC1,False
SAGA/chromatin,MAGEF1,False
SAGA/chromatin,MAML2,False
SAGA/chromatin,MAP1A,False
SAGA/chromatin,MBOAT1,False
SAGA/chromatin,MFGE8,False
SAGA/chromatin,MIEN1,False
SAGA/chromatin,MOV10,False
SAGA/chromatin,MSRB2,False
SAGA/chromatin,MTUS1,False
SAGA/chromatin,MUC1,False
SAGA/chromatin,MX1,True
SAGA/chromatin,MX2,True
SAGA/chromatin,N4BP3,False
SAGA/chromatin,NCF4,False
SAGA/chromatin,NCR3LG1,False
SAGA/chromatin,NIPAL2,False
SAGA/chromatin,NIPSNAP3A,False
SAGA/chromatin,NOD2,False
SAGA/chromatin,NPC2,False
SAGA/chromatin,NQO1,False
SAGA/chromatin,NRP2,False
SAGA/chromatin,NT5E,False
SAGA/chromatin,NUB1,False
SAGA/chromatin,NUCB2,False
SAGA/chromatin,NUDT12,False
SAGA/chromatin,OAS1,True
SAGA/chromatin,OAS3,True
SAGA/chromatin,OPTN,False
SAGA/chromatin,PACSIN3,False
SAGA/chromatin,PARP9,True
SAGA/chromatin,PATL2,False
SAGA/chromatin,PDCD1LG2,False
SAGA/chromatin,PHLDA2,False
SAGA/chromatin,PIK3CG,False
SAGA/chromatin,PINK1,False
SAGA/chromatin,PIP4P2,False
SAGA/chromatin,PJA2,False
SAGA/chromatin,PLAAT3,False
SAGA/chromatin,PLAAT4,False
SAGA/chromatin,PLAT,False
SAGA/chromatin,POGLUT3,False
SAGA/chromatin,POLI,False
SAGA/chromatin,POLR3G,False
SAGA/chromatin,PON2,False
SAGA/chromatin,PRDM8,False
SAGA/chromatin,PRR5,False
SAGA/chromatin,PRR7,False
SAGA/chromatin,PTP4A3,False
SAGA/chromatin,RASGEF1A,False
SAGA/chromatin,RASGRP3,False
SAGA/chromatin,RCBTB2,False
SAGA/chromatin,RGS16,False
SAGA/chromatin,RHOC,False
SAGA/chromatin,RIGI,True
SAGA/chromatin,RIPOR1,False
SAGA/chromatin,RNF24,False
SAGA/chromatin,RTP4,False
SAGA/chromatin,SAMD9,True
SAGA/chromatin,SAMD9L,True
SAGA/chromatin,SCARB2,False
SAGA/chromatin,SDSL,False
SAGA/chromatin,SERPINB8,False
SAGA/chromatin,SERPINH1,False
SAGA/chromatin,SH2D1A,False
SAGA/chromatin,SH3TC1,False
SAGA/chromatin,SLAMF6,False
SAGA/chromatin,SLC25A45,False
SAGA/chromatin,SLC29A1,False
SAGA/chromatin,SLC35D2,False
SAGA/chromatin,SLC35F3,False
SAGA/chromatin,SLC9A9,False
SAGA/chromatin,SLFN11,False
SAGA/chromatin,SMAD1,False
SAGA/chromatin,SMPD1,False
SAGA/chromatin,SORT1,False
SAGA/chromatin,SPINT2,False
SAGA/chromatin,STAT4,False
SAGA/chromatin,STK3,False
SAGA/chromatin,SUSD1,False
SAGA/chromatin,SWT1,False
SAGA/chromatin,SYNJ2BP,False
SAGA/chromatin,TADA3,False
SAGA/chromatin,TBC1D4,False
SAGA/chromatin,TCN2,False
SAGA/chromatin,TDRD7,False
SAGA/chromatin,TENT5C,False
SAGA/chromatin,TK2,False
SAGA/chromatin,TLR1,False
SAGA/chromatin,TMEM140,False
SAGA/chromatin,TMEM169,False
SAGA/chromatin,TMEM30B,False
SAGA/chromatin,TMEM63A,False
SAGA/chromatin,TMEM71,False
SAGA/chromatin,TNFRSF12A,False
SAGA/chromatin,TNFSF11,False
SAGA/chromatin,TNFSF8,False
SAGA/chromatin,TPM4,False
SAGA/chromatin,TRAM2,False
SAGA/chromatin,TRANK1,False
SAGA/chromatin,TSTD1,False
SAGA/chromatin,TTN,False
SAGA/chromatin,TWSG1,False
SAGA/chromatin,UEVLD,False
SAGA/chromatin,USP11,False
SAGA/chromatin,USP6NL,False
SAGA/chromatin,VNN2,False
SAGA/chromatin,XAF1,True
SAGA/chromatin,XCL1,False
SAGA/chromatin,YPEL5,False
SAGA/chromatin,ZBTB7C,False
SAGA/chromatin,ZCCHC24,False
SAGA/chromatin,ZFYVE28,False
SAGA/chromatin,ZNF704,False
SAGA/chromatin,ZSCAN31,False
TCR (context-specific),AAMDC,False
TCR (context-specific),ABAT,False
TCR (context-specific),ABCA5,False
TCR (context-specific),ABCA7,False
TCR (context-specific),ABCD2,False
TCR (context-specific),ABHD3,False
TCR (context-specific),ABHD4,False
TCR (context-specific),ABHD8,False
TCR (context-specific),ABR,False
TCR (context-specific),ACAP1,False
TCR (context-specific),ACAP2,False
TCR (context-specific),ACCS,False
TCR (context-specific),ACOT8,False
TCR (context-specific),ACOX1,False
TCR (context-specific),ACP5,False
TCR (context-specific),ACSS1,False
TCR (context-specific),ACSS2,False
TCR (context-specific),ACTG1,False
TCR (context-specific),ACTR2,False
TCR (context-specific),ACTR3,False
TCR (context-specific),ACYP2,False
TCR (context-specific),ADA,False
TCR (context-specific),ADA2,False
TCR (context-specific),ADAM19,False
TCR (context-specific),ADAM8,False
TCR (context-specific),ADAT2,False
TCR (context-specific),ADCY3,False
TCR (context-specific),ADCY7,False
TCR (context-specific),ADD1,False
TCR (context-specific),ADD3,False
TCR (context-specific),ADGRA3,False
TCR (context-specific),AGAP2,False
TCR (context-specific),AGFG1,False
TCR (context-specific),AGFG2,False
TCR (context-specific),AGK,False
TCR (context-specific),AGPAT1,False
TCR (context-specific),AGPAT4,False
TCR (context-specific),AGTRAP,False
TCR (context-specific),AHCYL2,False
TCR (context-specific),AHI1,False
TCR (context-specific),AHNAK,False
TCR (context-specific),AIDA,False
TCR (context-specific),AK1,False
TCR (context-specific),AK4,False
TCR (context-specific),AKAP13,False
TCR (context-specific),AKAP7,False
TCR (context-specific),AKNA,False
TCR (context-specific),AKTIP,False
TCR (context-specific),ALDOC,False
TCR (context-specific),ALKBH7,False
TCR (context-specific),ALOX5,False
TCR (context-specific),ALOX5AP,False
TCR (context-specific),ALPK1,False
TCR (context-specific),AMDHD2,False
TCR (context-specific),AMN1,False
TCR (context-specific),AMPD3,False
TCR (context-specific),ANKDD1A,False
TCR (context-specific),ANKEF1,False
TCR (context-specific),ANKRD13A,False
TCR (context-specific),ANKRD13B,False
TCR (context-specific),ANKRD13D,False
TCR (context-specific),ANKRD44,False
TCR (context-specific),ANO10,False
TCR (context-specific),ANO8,False
TCR (context-specific),ANO9,False
TCR (context-specific),ANTKMT,False
TCR (context-specific),ANXA1,False
TCR (context-specific),ANXA2,False
TCR (context-specific),ANXA2R,False
TCR (context-specific),ANXA4,False
TCR (context-specific),AP1G2,False
TCR (context-specific),APAF1,False
TCR (context-specific),APBB1,False
TCR (context-specific),APH1A,False
TCR (context-specific),APH1B,False
TCR (context-specific),APOBEC3C,False
TCR (context-specific),APOBEC3F,False
TCR (context-specific),APOBEC3G,False
TCR (context-specific),APOBEC3H,False
TCR (context-specific),APOBR,False
TCR (context-specific),APOL3,True
TCR (context-specific),APOL6,True
TCR (context-specific),AQP3,False
TCR (context-specific),ARHGAP15,False
TCR (context-specific),ARHGAP25,False
TCR (context-specific),ARHGAP26,False
TCR (context-specific),ARHGAP27,False
